gene_no	ensembl_id	rank	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p	rank	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p
16789	ENSG00000261239	13094	ANKRD26P1	ankyrin repeat domain 26 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32955]	16	q11.2	-1	46469341	46569097	0.20	2.70E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16790	ENSG00000261251	16126			22	q13.31	1	43812456	43817394	0.01	8.72E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16791	ENSG00000261252	4940	NA	NA	NA	NA	NA	NA	NA	0.96	7.52E-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16792	ENSG00000261254	14599			1	p21.2	1	100030566	100035637	-0.09	5.23E-01	5116			1	p21.2	1	100030566	100035637	-0.272083704	0.047996249
16793	ENSG00000261269	7418			5	q13.2	-1	72439903	72442387	-0.42	1.25E-04	3578			5	q13.2	-1	72439903	72442387	0.686477511	0.00220629
16794	ENSG00000261292	15909			3	q11.2	1	97759523	97761532	0.05	8.24E-01	7792			3	q11.2	1	97759523	97761532	0.123305123	0.548145348
16795	ENSG00000261302	16541			16	q13	-1	56708772	56729968	-0.01	9.71E-01	7709			16	q13	-1	56708772	56729968	0.108401209	0.523277494
16796	ENSG00000261314	12235			1	q32.3	-1	211583015	211583725	-0.07	1.56E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16797	ENSG00000261324	5533			12	p12.3	-1	14762504	14767931	0.55	1.48E-07	886			12	p12.3	-1	14762504	14767931	-1.764666534	4.36E-13
16798	ENSG00000261326	10408	LINC01355	long intergenic non-protein coding RNA 1355 [Source:HGNC Symbol;Acc:HGNC:50584]	1	p36.12	-1	23281309	23286752	0.11	2.96E-02	2186	LINC01355	long intergenic non-protein coding RNA 1355 [Source:HGNC Symbol;Acc:HGNC:50584]	1	p36.12	-1	23281309	23286752	-1.205836178	4.82E-06
16799	ENSG00000261333	4025	CD24P2	CD24 molecule pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:1647]	15	q21.3	1	56071421	56071639	0.92	2.50E-11	1990	CD24P2	CD24 molecule pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:1647]	15	q21.3	1	56071421	56071639	1.28326735	1.27E-06
16800	ENSG00000261338	4190			2	q35	1	218255319	218257366	-1.09	7.45E-11	5871			2	q35	1	218255319	218257366	0.29551249	0.123350791
16801	ENSG00000261353	10789			6	p22.2	1	26527063	26527404	0.23	4.45E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16802	ENSG00000261386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2739			16	q22.1	-1	67549214	67563958	-0.475781647	0.000100777
16803	ENSG00000261409	13851			X	q22.3	-1	108719949	108724944	0.13	3.89E-01	8446			X	q22.3	-1	108719949	108724944	0.064432338	0.71492924
16804	ENSG00000261428	15116			2	q36.1	-1	222566899	222569719	0.07	6.38E-01	7231			2	q36.1	-1	222566899	222569719	-0.124521852	0.397984852
16805	ENSG00000261431	11580			20	q11.23	-1	38961925	38962111	0.10	9.80E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16806	ENSG00000261438	9593			10	q23.31	1	89015836	89017059	-0.40	9.99E-03	7801			10	q23.31	1	89015836	89017059	-0.115832263	0.550587483
16807	ENSG00000261440	13072	DUX4L45	double homeobox 4 like 45, pseudogene [Source:HGNC Symbol;Acc:HGNC:51783]	16	p11.2	-1	34135736	34136792	0.06	2.66E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16808	ENSG00000261452	16304	NA	NA	NA	NA	NA	NA	NA	0.01	9.09E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16809	ENSG00000261455	8064	LINC01003	long intergenic non-protein coding RNA 1003 [Source:HGNC Symbol;Acc:HGNC:48957]	7	q36.1	1	152463786	152465549	0.26	6.09E-04	6353	LINC01003	long intergenic non-protein coding RNA 1003 [Source:HGNC Symbol;Acc:HGNC:48957]	7	q36.1	1	152463786	152465549	-0.215161862	0.204130644
16810	ENSG00000261459	9607		KRAB domain-containing protein ZNF747; cDNA FLJ54920, moderately similar to Homo sapiens zinc finger protein 689 (ZNF689), mRNA  [Source:UniProtKB/TrEMBL;Acc:B7Z5R0]	16	p11.2	-1	30525923	30534852	-0.22	1.03E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16811	ENSG00000261472	15624			16	q23.2	1	79505603	79516293	0.01	7.58E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16812	ENSG00000261474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2919			16	p11.2	-1	31449535	31453493	-0.402371513	0.00023209
16813	ENSG00000261485	7176	PAN3-AS1	PAN3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39932]	13	q12.2	-1	28136843	28138193	-0.63	6.45E-05	6358	PAN3-AS1	PAN3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39932]	13	q12.2	-1	28136843	28138193	-0.237399856	0.2049503
16814	ENSG00000261488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5213			3	q13.2	1	112133423	112135359	-0.280790694	0.05563396
16815	ENSG00000261490	5559			4	p16.1	-1	10068089	10073019	-0.57	1.65E-07	4741			4	p16.1	-1	10068089	10073019	-0.449736425	0.027091822
16816	ENSG00000261496	1840			4	q21.3	-1	86012296	86013874	-1.02	1.36E-22	2787			4	q21.3	-1	86012296	86013874	-0.770535274	0.000130339
16817	ENSG00000261521	16030	NA	NA	NA	NA	NA	NA	NA	-0.06	8.51E-01	8258	NA	NA	NA	NA	NA	NA	NA	-0.126893447	0.668657863
16818	ENSG00000261542	13074			8	q12.3	1	63215981	63218034	0.06	2.66E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16819	ENSG00000261550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2519			16	q12.2	-1	53035690	53052873	-1.172873131	3.28E-05
16820	ENSG00000261578	13945			11	q13.5	1	76800364	76804555	0.15	4.05E-01	5022			11	q13.5	1	76800364	76804555	0.359537484	0.041679179
16821	ENSG00000261584	4525			6	p22.2	1	26686241	26687964	0.41	6.30E-10	1079			6	p22.2	1	26686241	26687964	-1.417464816	2.49E-11
16822	ENSG00000261586	14706			12	q13.13	1	51817899	51820150	0.07	5.49E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16823	ENSG00000261589	13869	NA	NA	NA	NA	NA	NA	NA	-0.11	3.91E-01	7537	NA	NA	NA	NA	NA	NA	NA	0.103163557	0.476854946
16824	ENSG00000261597	16262	NA	NA	NA	NA	NA	NA	NA	-0.01	9.00E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16825	ENSG00000261609	5881	GAN	gigaxonin [Source:HGNC Symbol;Acc:HGNC:4137]	16	q23.2	1	81314952	81390884	-0.31	6.90E-07	6023	GAN	gigaxonin [Source:HGNC Symbol;Acc:HGNC:4137]	16	q23.2	1	81314952	81390884	-0.281425134	0.143734424
16826	ENSG00000261611	12523		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QLW9]	16	q22.2	-1	71447600	71489311	-0.23	1.90E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16827	ENSG00000261614	15834			16	p11.2	-1	31568386	31569475	-0.03	8.08E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16828	ENSG00000261625	7940			11	q13.3	-1	69000765	69002048	-0.17	4.39E-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16829	ENSG00000261643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8204			4	p16.3	-1	3503597	3504457	0.104927625	0.651096566
16830	ENSG00000261645	11407	DISC1FP1	DISC1 fusion partner 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:33625]	11	q14.3	1	90251232	90915052	0.18	8.43E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16831	ENSG00000261655	14451			8	q24.3	-1	141353403	141355365	-0.03	4.96E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16832	ENSG00000261658	16406	NA	NA	NA	NA	NA	NA	NA	0.03	9.39E-01	2325	NA	NA	NA	NA	NA	NA	NA	-1.591974406	1.09E-05
16833	ENSG00000261668	2133			4	q28.1	-1	127840198	127844040	-1.51	4.65E-20	6781			4	q28.1	-1	127840198	127844040	-0.196138553	0.292206072
16834	ENSG00000261685	3014			16	q12.1	1	50645809	50649249	-1.57	4.00E-15	8778			16	q12.1	1	50645809	50649249	-0.064522525	0.802387909
16835	ENSG00000261713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7551	SSTR5-AS1	SSTR5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26502]	16	p13.3	-1	1064093	1078731	0.302279491	0.479363532
16836	ENSG00000261716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1201			1	q21.2	-1	149844498	149849024	-1.21603125	2.43E-10
16837	ENSG00000261717	15964		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BUI4]	16	q23.1	-1	75412684	75464706	-0.04	8.38E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16838	ENSG00000261729	15854			1	q25.3	1	185655002	185657168	0.01	8.12E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16839	ENSG00000261731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2789			16	p11.2	-1	31709113	31711984	-0.551998898	0.000130498
16840	ENSG00000261749	12289			16	q12.1	1	52085280	52099067	0.07	1.64E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16841	ENSG00000261750	11476	NA	NA	NA	NA	NA	NA	NA	-0.22	8.97E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16842	ENSG00000261771	16345	DYX1C1-CCPG1	DYX1C1-CCPG1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:43019]	15	q21.3	-1	55355248	55498360	0.02	9.20E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16843	ENSG00000261786	16151			3	p21.32	1	44117299	44122365	-0.01	8.79E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16844	ENSG00000261788	16410	NA	NA	NA	NA	NA	NA	NA	-0.02	9.41E-01	8819	NA	NA	NA	NA	NA	NA	NA	0.060166736	0.811230344
16845	ENSG00000261798	16172			1	p34.2	1	39788976	39790171	0.01	8.83E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16846	ENSG00000261799	13388			12	p13.33	-1	273954	277123	-0.16	3.12E-01	4198			12	p13.33	-1	273954	277123	0.402293747	0.010788203
16847	ENSG00000261801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4461	LOXL1-AS1	LOXL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44169]	15	q24.1	-1	73908071	73928248	-0.415797332	0.01713193
16848	ENSG00000261824	9271	LINC00662	long intergenic non-protein coding RNA 662 [Source:HGNC Symbol;Acc:HGNC:27122]	19	q11	-1	27684580	27793940	0.20	6.04E-03	3564	LINC00662	long intergenic non-protein coding RNA 662 [Source:HGNC Symbol;Acc:HGNC:27122]	19	q11	-1	27684580	27793940	-0.725062683	0.002124431
16849	ENSG00000261827	11717	NA	NA	NA	NA	NA	NA	NA	-0.34	1.10E-01	8236	NA	NA	NA	NA	NA	NA	NA	0.113230279	0.663092501
16850	ENSG00000261829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7166			2	q37.1	1	231052040	231052637	0.141744951	0.381059389
16851	ENSG00000261884	14668		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3QL48]	16	q22.1	-1	67929614	67936017	-0.09	5.40E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16852	ENSG00000261925	14555	NA	NA	NA	NA	NA	NA	NA	0.14	5.17E-01	9271	NA	NA	NA	NA	NA	NA	NA	0.020477424	0.93810309
16853	ENSG00000261934	11315	PCDHGA9	protocadherin gamma subfamily A, 9 [Source:HGNC Symbol;Acc:HGNC:8707]	5	q31.3	1	141402932	141512979	-0.23	7.68E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16854	ENSG00000261939	14083	LARP7P2	La ribonucleoprotein domain family, member 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49764]	16	p12.3	-1	19819504	19819628	0.04	4.30E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16855	ENSG00000261962	12825	NA	NA	NA	NA	NA	NA	NA	0.16	2.32E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16856	ENSG00000262151	15733			16	p13.13	-1	10864914	10888752	-0.02	7.86E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16857	ENSG00000262194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1406	NA	NA	NA	NA	NA	NA	NA	-1.029267258	2.70E-09
16858	ENSG00000262246	4421	CORO7	coronin 7 [Source:HGNC Symbol;Acc:HGNC:26161]	16	p13.3	-1	4354542	4425705	0.44	3.42E-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16859	ENSG00000262412	12740			10	p12.1	1	27243130	27250804	0.07	2.21E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16860	ENSG00000262468	5803	LINC01569	long intergenic non-protein coding RNA 1569 [Source:HGNC Symbol;Acc:HGNC:51380]	16	p13.3	-1	4245825	4253789	0.59	4.97E-07	6357	LINC01569	long intergenic non-protein coding RNA 1569 [Source:HGNC Symbol;Acc:HGNC:51380]	16	p13.3	-1	4245825	4253789	-0.177722334	0.20488155
16861	ENSG00000262484	7549	CCER2	coiled-coil glutamate-rich protein 2 [Source:HGNC Symbol;Acc:HGNC:44662]	19	q13.2	-1	38908980	38912158	0.18	1.64E-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16862	ENSG00000262576	9054	PCDHGA4	protocadherin gamma subfamily A, 4 [Source:HGNC Symbol;Acc:HGNC:8702]	5	q31.3	1	141355025	141512979	0.50	4.39E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16863	ENSG00000262587	10803			16	p12.1	1	25031744	25058109	0.18	4.51E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16864	ENSG00000262621	12411		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:V9GZ69]	16	p13.3	1	3365099	3479550	0.07	1.76E-01	8092		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:V9GZ69]	16	p13.3	1	3365099	3479550	0.07565728	0.621109341
16865	ENSG00000262664	13585	OVCA2	ovarian tumor suppressor candidate 2 [Source:HGNC Symbol;Acc:HGNC:24203]	17	p13.3	1	2041936	2043430	-0.07	3.40E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16866	ENSG00000262714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6703			16	q12.2	1	53386944	53389085	0.240846081	0.274971459
16867	ENSG00000262758	12152	NA	NA	NA	NA	NA	NA	NA	-0.11	1.48E-01	7449	NA	NA	NA	NA	NA	NA	NA	-0.106373893	0.452721629
16868	ENSG00000262772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7247			17	q25.3	1	79823452	79827704	-0.159570982	0.402390151
16869	ENSG00000262801	11901			16	p13.12	1	13246316	13562918	-0.17	1.26E-01	7953			16	p13.12	1	13246316	13562918	-0.123512182	0.588137875
16870	ENSG00000262814	1523	MRPL12	mitochondrial ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10378]	17	q25.3	1	81703357	81707526	0.80	6.32E-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16871	ENSG00000262877	15445			17	q25.3	-1	81388126	81390256	-0.10	7.18E-01	3508			17	q25.3	-1	81388126	81390256	-1.171572936	0.001774645
16872	ENSG00000262943	13416	ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:432]	17	p13.1	1	6853861	6954107	0.11	3.18E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16873	ENSG00000263002	2188	ZNF234	zinc finger protein 234 [Source:HGNC Symbol;Acc:HGNC:13027]	19	q13.31	1	44141557	44160309	0.35	1.32E-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16874	ENSG00000263020	12365		Casein kinase II subunit beta  [Source:UniProtKB/TrEMBL;Acc:Q5SRQ3]	6	p21.33	1	31665880	31673546	-0.16	1.71E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16875	ENSG00000263050	4188			17	p13.3	-1	2043475	2044968	-0.52	7.24E-11	8488			17	p13.3	-1	2043475	2044968	-0.072196418	0.7253537
16876	ENSG00000263072	10559	ZNF213-AS1	ZNF213 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:50505]	16	p13.3	-1	3116042	3134882	0.31	3.53E-02	1982	ZNF213-AS1	ZNF213 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:50505]	16	p13.3	-1	3116042	3134882	-0.775289593	1.22E-06
16877	ENSG00000263082	13801			16	q12.1	1	50880209	50884101	-0.04	3.80E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16878	ENSG00000263146	7985			18	q23	-1	78976555	78979074	-0.54	5.12E-04	6937			18	q23	-1	78976555	78979074	-0.349212414	0.325155257
16879	ENSG00000263203	7841	NA	NA	NA	NA	NA	NA	NA	-0.40	3.47E-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16880	ENSG00000263327	11943	TAPT1-AS1	TAPT1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:26832]	4	p15.32	1	16226685	16320140	0.13	1.29E-01	9239	TAPT1-AS1	TAPT1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:26832]	4	p15.32	1	16226685	16320140	-0.019471387	0.927221963
16881	ENSG00000263412	16581			17	q21.32	-1	48045141	48048073	0.00	9.78E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16882	ENSG00000263497	8982			1	q21.1	1	145132157	145132253	0.39	3.83E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16883	ENSG00000263530	14200	NA	NA	NA	NA	NA	NA	NA	-0.06	4.49E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16884	ENSG00000263540	8109	MIR5582	microRNA 5582 [Source:HGNC Symbol;Acc:HGNC:43461]	11	p11.2	-1	46753125	46753192	0.48	6.81E-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16885	ENSG00000263566	3970			2	p12	1	79794270	79794381	1.89	1.75E-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16886	ENSG00000263575	14190	MIR4665	microRNA 4665 [Source:HGNC Symbol;Acc:HGNC:41696]	9	p24.1	1	6007826	6007904	-0.06	4.49E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16887	ENSG00000263578	13811			10	p11.23	-1	31065951	31066047	0.05	3.81E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16888	ENSG00000263620	9651		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:L7N2F9]	17	p13.1	-1	8150816	8162975	0.13	1.08E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16889	ENSG00000263641	3937	MIR4777	microRNA 4777 [Source:HGNC Symbol;Acc:HGNC:41773]	2	q37.1	1	231362708	231362793	1.91	1.44E-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16890	ENSG00000263678	9849			3	q13.33	-1	121922098	121922182	0.30	1.43E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16891	ENSG00000263681	14741	MIR3197	microRNA 3197 [Source:HGNC Symbol;Acc:HGNC:38366]	21	q22.2	1	41167557	41167629	0.03	5.56E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16892	ENSG00000263713	13193			X	q28	-1	150489532	150489618	0.07	2.83E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16893	ENSG00000263729	13666			17	p11.2	1	20983902	20984046	0.05	3.56E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16894	ENSG00000263731	12960			17	q25.3	-1	81878425	81881106	-0.06	2.50E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16895	ENSG00000263752	3972	MIR3133	microRNA 3133 [Source:HGNC Symbol;Acc:HGNC:38305]	2	q37.3	1	241477905	241477982	1.89	1.75E-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16896	ENSG00000263753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5829	LINC00667	long intergenic non-protein coding RNA 667 [Source:HGNC Symbol;Acc:HGNC:27906]	18	p11.31	1	5237826	5246508	0.255863073	0.117661807
16897	ENSG00000263765	15956			18	q12.1	1	32833454	32938316	-0.01	8.35E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16898	ENSG00000263783	4452	MIR5590	microRNA 5590 [Source:HGNC Symbol;Acc:HGNC:43541]	2	q21.3	1	134857820	134857873	1.02	4.17E-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16899	ENSG00000263798	10281			17	q21.32	1	47945424	47974438	0.21	2.52E-02	7225			17	q21.32	1	47945424	47974438	0.16728625	0.396088596
16900	ENSG00000263805	3375			1	q32.1	-1	199615188	199615280	1.24	1.45E-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16901	ENSG00000263812	9970	LINC00908	long intergenic non-protein coding RNA 908 [Source:HGNC Symbol;Acc:HGNC:27599]	18	q23	1	76528655	76610968	-0.32	1.68E-02	7757	LINC00908	long intergenic non-protein coding RNA 908 [Source:HGNC Symbol;Acc:HGNC:27599]	18	q23	1	76528655	76610968	-0.100881466	0.539667832
16902	ENSG00000263821	13899			18	p11.21	1	14978739	14979839	0.03	3.96E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16903	ENSG00000263827	7604			18	p11.23	1	7840937	7841060	0.54	1.91E-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16904	ENSG00000263845	11958			X	q25	1	123017819	123017909	0.14	1.30E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16905	ENSG00000263874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5553	LINC00672	long intergenic non-protein coding RNA 672 [Source:HGNC Symbol;Acc:HGNC:44353]	17	q12	1	38925168	38928057	-0.387937347	0.086721893
16906	ENSG00000263899	7049	NA	NA	NA	NA	NA	NA	NA	0.41	4.45E-05	3411	NA	NA	NA	NA	NA	NA	NA	-0.358531244	0.001358732
16907	ENSG00000263970	5435			18	p11.23	-1	8406761	8406953	0.83	8.73E-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16908	ENSG00000264075	12854	MIR4783	microRNA 4783 [Source:HGNC Symbol;Acc:HGNC:41874]	2	q14.3	-1	127423537	127423618	-0.08	2.36E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16909	ENSG00000264084	8639	MIR5688	microRNA 5688 [Source:HGNC Symbol;Acc:HGNC:43463]	3	p12.1	1	85385710	85385792	0.42	2.00E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16910	ENSG00000264119	3980	MIR4795	microRNA 4795 [Source:HGNC Symbol;Acc:HGNC:41757]	3	p11.2	-1	87226189	87226277	1.88	1.84E-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16911	ENSG00000264133	14464			2	q36.1	-1	222793093	222793180	0.04	4.98E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16912	ENSG00000264137	12671			4	q31.3	1	154218909	154218993	0.10	2.11E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16913	ENSG00000264198	13865	NA	NA	NA	NA	NA	NA	NA	0.13	3.91E-01	3260	NA	NA	NA	NA	NA	NA	NA	0.502761632	0.000869938
16914	ENSG00000264207	10029			1	q21.2	1	149861271	149862504	-0.41	1.80E-02	5238			1	q21.2	1	149861271	149862504	-0.36900229	0.057569475
16915	ENSG00000264234	3995	NA	NA	NA	NA	NA	NA	NA	1.89	2.04E-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16916	ENSG00000264247	8226	LINC00909	long intergenic non-protein coding RNA 909 [Source:HGNC Symbol;Acc:HGNC:44331]	18	q22.3	-1	74591774	74598508	-0.28	8.94E-04	9152	LINC00909	long intergenic non-protein coding RNA 909 [Source:HGNC Symbol;Acc:HGNC:44331]	18	q22.3	-1	74591774	74598508	-0.025373391	0.899742168
16917	ENSG00000264263	12755			18	q21.2	-1	53480835	53568283	-0.17	2.23E-01	8566			18	q21.2	-1	53480835	53568283	-0.053631305	0.750876289
16918	ENSG00000264266	14191	MIR4322	microRNA 4322 [Source:HGNC Symbol;Acc:HGNC:38261]	19	p13.2	1	10230413	10230485	-0.06	4.49E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16919	ENSG00000264268	14349	MIR4767	microRNA 4767 [Source:HGNC Symbol;Acc:HGNC:41548]	X	p22.31	1	7147860	7147937	-0.06	4.75E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16920	ENSG00000264269	4012			18	q21.1	1	49023703	49048474	-0.78	2.23E-11	9118			18	q21.1	1	49023703	49048474	-0.021702792	0.888924051
16921	ENSG00000264278	13276			18	q23	-1	76794732	76822295	-0.11	2.93E-01	4177			18	q23	-1	76794732	76822295	-0.539997327	0.010246273
16922	ENSG00000264308	14192			20	q11.21	-1	32277700	32277788	-0.06	4.49E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16923	ENSG00000264324	13956		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E7EWF7]	2	p13.1	-1	74211604	74363377	-0.15	4.07E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16924	ENSG00000264327	13419			3	q25.1	1	151235948	151236036	0.06	3.18E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16925	ENSG00000264354	12138	MIR3134	microRNA 3134 [Source:HGNC Symbol;Acc:HGNC:38254]	3	p25.1	-1	15697298	15697371	0.13	1.47E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16926	ENSG00000264364	9192	DYNLL2	dynein, light chain, LC8-type 2 [Source:HGNC Symbol;Acc:HGNC:24596]	17	q22	1	58083415	58095536	0.12	5.35E-03	2769	DYNLL2	dynein, light chain, LC8-type 2 [Source:HGNC Symbol;Acc:HGNC:24596]	17	q22	1	58083415	58095536	0.708265771	0.000119807
16927	ENSG00000264402	9978	MIR548AL	microRNA 548al [Source:HGNC Symbol;Acc:HGNC:41736]	11	q13.4	1	74399237	74399333	0.29	1.70E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16928	ENSG00000264443	9439			1	p36.11	-1	24538802	24556024	-0.54	8.01E-03	7482			1	p36.11	-1	24538802	24556024	-0.201880465	0.461739227
16929	ENSG00000264451	14984			17	q21.32	1	48460370	48466040	0.10	6.07E-01	6827			17	q21.32	1	48460370	48466040	0.191913709	0.299827674
16930	ENSG00000264469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2111	NA	NA	NA	NA	NA	NA	NA	-0.755493356	2.82E-06
16931	ENSG00000264488	16666			17	q21.2	1	40803744	40809296	0.00	9.96E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16932	ENSG00000264496	3971			4	p15.2	1	25353970	25354071	1.87	1.75E-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
